SAP_Table,BQ_Table,SAP_Field,Key_Field,SAP_Type,Length,Type_Kind,Ext_Element,Temp_Field,Values,Ext_Field_Name,Field_Description
ekbe,purchase_order_history_detail,J_SC_DIE_COMP_F,,CHAR,1,C,STRING,die_complete_flag,,die_complete_flag,Depreciation completion flag
ekbe,purchase_order_history_detail,FSH_SEASON_YEAR,,CHAR,4,C,STRING,season_year,@GO@,season_year,Season Year
ekbe,purchase_order_history_detail,FSH_SEASON,,CHAR,10,C,STRING,season,@GO@,season,Season
ekbe,purchase_order_history_detail,FSH_COLLECTION,,CHAR,10,C,STRING,collection,@GO@,collection,Fashion Collection
ekbe,purchase_order_history_detail,FSH_THEME,,CHAR,10,C,STRING,theme,@GO@,theme,Fashion Theme
ekbe,purchase_order_history_detail,QTY_DIFF,,QUAN,13,P,BAPICUREXT,quantity,,quantity_3,Quantity
ekbe,purchase_order_history_detail,WRF_CHARSTC1,,CHAR,18,C,STRING,characteristic_1,@GO@,characteristic_1,Characteristic Value 1
ekbe,purchase_order_history_detail,WRF_CHARSTC2,,CHAR,18,C,STRING,characteristic_2,@GO@,characteristic_2,Characteristic Value 2
ekbe,purchase_order_history_detail,WRF_CHARSTC3,,CHAR,18,C,STRING,characteristic_3,@GO@,characteristic_3,Characteristic Value 3
eket,purchae_order_schedule_line_detail,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
eket,purchae_order_schedule_line_detail,EBELN,X,CHAR,10,C,STRING,purchasing_doc,@GO@,purchasing_doc,Purchasing Document Number
eket,purchae_order_schedule_line_detail,EBELP,X,NUMC,5,N,STRING,item,@GO@,item,Item Number of Purchasing Document
eket,purchae_order_schedule_line_detail,ETENR,X,NUMC,4,N,STRING,schedule_line,,schedule_line,Delivery Schedule Line Counter
eket,purchae_order_schedule_line_detail,UNIQUEID,,CHAR,19,C,STRING,schedule_line,,schedule_line_1,"Schedule line id(Concatenation of EBELN, EBELP, EETEN)"
eket,purchae_order_schedule_line_detail,EINDT,,DATS,8,D,DATUM,delivery_date,,delivery_date,Item delivery date
eket,purchae_order_schedule_line_detail,SLFDT,,DATS,8,D,DATUM,stat_del_date,,stat_del_date,Statistics-Relevant Delivery Date
eket,purchae_order_schedule_line_detail,LPEIN,,CHAR,1,C,STRING,delivery_date,,delivery_date_1,Category of delivery date
eket,purchae_order_schedule_line_detail,MENGE,,QUAN,13,P,BAPICUREXT,scheduled_qty,@GO@,scheduled_qty,Scheduled Quantity
eket,purchae_order_schedule_line_detail,AMENG,,QUAN,13,P,BAPICUREXT,previous_qty,,previous_qty,Previous Quantity (Delivery Schedule Lines)
eket,purchae_order_schedule_line_detail,WEMNG,,QUAN,13,P,BAPICUREXT,delivered,,delivered,Quantity of goods received
eket,purchae_order_schedule_line_detail,WAMNG,,QUAN,13,P,BAPICUREXT,issued,,issued,Issued Quantity
eket,purchae_order_schedule_line_detail,UZEIT,,TIMS,6,T,UZEIT,delivery_date_time,,delivery_date_time,Delivery Date Time-Spot
eket,purchae_order_schedule_line_detail,BANFN,,CHAR,10,C,STRING,purchase_req,,purchase_req,Purchase Requisition Number
eket,purchae_order_schedule_line_detail,BNFPO,,NUMC,5,N,STRING,requisn_item,,requisn_item,Item number of purchase requisition
eket,purchae_order_schedule_line_detail,ESTKZ,,CHAR,1,C,STRING,creation_ind,,creation_ind,Creation indicator (purchase requisition/schedule lines)
eket,purchae_order_schedule_line_detail,QUNUM,,CHAR,10,C,STRING,quota_arr,,quota_arr,Number of quota arrangement
eket,purchae_order_schedule_line_detail,QUPOS,,NUMC,3,N,STRING,quota_arr_item,,quota_arr_item,Quota arrangement item
eket,purchae_order_schedule_line_detail,MAHNZ,,DEC,3,P,BAPICUREXT,no_rem_exp,,no_rem_exp,No. of Reminders/Expediters for Schedule Line
eket,purchae_order_schedule_line_detail,BEDAT,,DATS,8,D,DATUM,purchorderdate,,purchorderdate,Order date of schedule line
eket,purchae_order_schedule_line_detail,RSNUM,,NUMC,10,N,STRING,reservation_number,@GO@,reservation_number,Number of reservation/dependent requirements
eket,purchae_order_schedule_line_detail,SERNR,,CHAR,8,C,STRING,bom_expl_number,@GO@,bom_expl_number,BOM explosion number
eket,purchae_order_schedule_line_detail,FIXKZ,,CHAR,1,C,STRING,fixing_ind,,fixing_ind,Schedule Line is Fixed
eket,purchae_order_schedule_line_detail,GLMNG,,QUAN,13,P,BAPICUREXT,qty_delivered,,qty_delivered,Quantity Delivered (Stock Transfer)
eket,purchae_order_schedule_line_detail,DABMG,,QUAN,13,P,BAPICUREXT,qty_reduced,,qty_reduced,Quantity Reduced (MRP)
eket,purchae_order_schedule_line_detail,CHARG,,CHAR,10,C,STRING,batch,@GO@,batch,Batch Number
eket,purchae_order_schedule_line_detail,LICHA,,CHAR,15,C,STRING,supplier_batch,,supplier_batch,Supplier Batch Number
eket,purchae_order_schedule_line_detail,CHKOM,,CHAR,1,C,STRING,components_chg,,components_chg,Components
eket,purchae_order_schedule_line_detail,VERID,,CHAR,4,C,STRING,prod_version,,prod_version,Production Version
eket,purchae_order_schedule_line_detail,ABART,,CHAR,1,C,STRING,release_type,,release_type,Scheduling agreement release type
eket,purchae_order_schedule_line_detail,MNG02,,QUAN,13,P,BAPICUREXT,committed_qty,,committed_qty,Committed Quantity
eket,purchae_order_schedule_line_detail,DAT01,,DATS,8,D,DATUM,committed_date,,committed_date,Committed date
eket,purchae_order_schedule_line_detail,ALTDT,,DATS,8,D,DATUM,prev_deliv_date,,prev_deliv_date,Previous delivery date
eket,purchae_order_schedule_line_detail,AULWE,,CHAR,10,C,STRING,route_schedule,,route_schedule,Route Schedule
eket,purchae_order_schedule_line_detail,MBDAT,,DATS,8,D,DATUM,mat_avail_date,,mat_avail_date,Material Staging/Availability Date
eket,purchae_order_schedule_line_detail,MBUHR,,TIMS,6,T,UZEIT,matl_staging_tme,,matl_staging_tme,"Material Staging Time (Local, Relating to a Plant)"
eket,purchae_order_schedule_line_detail,LDDAT,,DATS,8,D,DATUM,loading_date,,loading_date,Loading Date
eket,purchae_order_schedule_line_detail,LDUHR,,TIMS,6,T,UZEIT,loading_time,,loading_time,Loading Time (Local Time Relating to a Shipping Point)
eket,purchae_order_schedule_line_detail,TDDAT,,DATS,8,D,DATUM,transpplngdate,,transpplngdate,Transportation Planning Date
eket,purchae_order_schedule_line_detail,TDUHR,,TIMS,6,T,UZEIT,tr_plan_time,,tr_plan_time,"Transp. Planning Time (Local, Relating to a Shipping Point)"
eket,purchae_order_schedule_line_detail,WADAT,,DATS,8,D,DATUM,goods_issue,,goods_issue,Goods Issue Date
eket,purchae_order_schedule_line_detail,WAUHR,,TIMS,6,T,UZEIT,gi_time,,gi_time,"Time of Goods Issue (Local, Relating to a Plant)"
eket,purchae_order_schedule_line_detail,ELDAT,,DATS,8,D,DATUM,gr_end_date,,gr_end_date,Goods Receipt End Date
eket,purchae_order_schedule_line_detail,ELUHR,,TIMS,6,T,UZEIT,gr_end_time,,gr_end_time,"Goods Receipt End Time (Local, Relating to a Plant)"
eket,purchae_order_schedule_line_detail,ANZSN,,INT4,10,X,INT4,no_serial_no,@GO@,no_serial_no,Number of serial numbers
eket,purchae_order_schedule_line_detail,NODISP,,CHAR,1,C,STRING,res_purc_req,,res_purc_req,Ind: Reserv. not applicable to MRP;Purc. req. not created
eket,purchae_order_schedule_line_detail,GEO_ROUTE,,CHAR,10,C,STRING,georoute,,georoute,Description of a Geographical Route
eket,purchae_order_schedule_line_detail,ROUTE_GTS,,CHAR,10,C,STRING,gtsroutecode,,gtsroutecode,Route Code for SAP Global Trade Services
eket,purchae_order_schedule_line_detail,GTS_IND,,CHAR,2,C,STRING,gds_traffic_ty,,gds_traffic_ty,Goods Traffic Type
eket,purchae_order_schedule_line_detail,TSP,,CHAR,10,C,STRING,fwd_agent,,fwd_agent,Forwarding Agent
eket,purchae_order_schedule_line_detail,CD_LOCNO,,CHAR,20,C,STRING,apo_location,,apo_location,Location number in APO
eket,purchae_order_schedule_line_detail,CD_LOCTYPE,,CHAR,4,C,STRING,apo_locatn_type,,apo_locatn_type,APO location type
eket,purchae_order_schedule_line_detail,HANDOVERDATE,,DATS,8,D,DATUM,handover_date,@GO@,handover_date,Handover Date at the Handover Location
eket,purchae_order_schedule_line_detail,HANDOVERTIME,,TIMS,6,T,UZEIT,handover_time,@GO@,handover_time,Handover time at the handover location
eket,purchae_order_schedule_line_detail,STARTDATE,,DATS,8,D,DATUM,start_date,,start_date,Start Date for Period of Performance
eket,purchae_order_schedule_line_detail,ENDDATE,,DATS,8,D,DATUM,end_date,,end_date,End Date for Period of Performance
eket,purchae_order_schedule_line_detail,_DATAAGING,,DATS,8,D,DATUM,data_filter_value_for_data_agi,@GO@,data_filter_value_for_data_agi,Data Filter Value for Data Aging
eket,purchae_order_schedule_line_detail,__CWM__MENGE,,QUAN,13,P,BAPICUREXT,cw_sched_line_qty,@GO@,cw_sched_line_qty,Schedule Line Quantity in Base/Parallel Unit of Measure
eket,purchae_order_schedule_line_detail,__CWM__DABMG,,QUAN,13,P,BAPICUREXT,cw_mrp_reduced_qty,,cw_mrp_reduced_qty,MRP Reduced Quantity in Base/Parallel UoM
eket,purchae_order_schedule_line_detail,__CWM__WEMNG,,QUAN,13,P,BAPICUREXT,par_gr_qty,,par_gr_qty,Goods Receipt Quantity in Base or Parallel Unit of Measure
eket,purchae_order_schedule_line_detail,TMS_REF_UUID,,CHAR,22,C,STRING,guid_of_sap_tm,,guid_of_sap_tm,Reference UUID of Transportation Management
eket,purchae_order_schedule_line_detail,ARUN_REQ_DLVDATE,,DATS,8,D,DATUM,input_date,,input_date,Date
eket,purchae_order_schedule_line_detail,FSH_RALLOC_QTY,,QUAN,13,P,BAPICUREXT,alloc_qty,,alloc_qty,ARun Requirement Allocated Quantity
eket,purchae_order_schedule_line_detail,FSH_SALLOC_QTY,,QUAN,13,P,BAPICUREXT,allocated_stock,,allocated_stock,Allocated Stock Quantity
eket,purchae_order_schedule_line_detail,FSH_OS_ID,,NUMC,4,N,STRING,order_sch_gr_id,,order_sch_gr_id,Order Scheduling Group ID
eket,purchae_order_schedule_line_detail,KEY_ID,,NUMC,16,N,STRING,budget_number,,budget_number,Unique Number of Budget
eket,purchae_order_schedule_line_detail,OTB_VALUE,,CURR,17,P,BAPICUREXT,required_budget,,required_budget,Required Budget
eket,purchae_order_schedule_line_detail,OTB_CURR,,CUKY,5,C,STRING,otb_currency,,otb_currency,OTB Currency
eket,purchae_order_schedule_line_detail,OTB_RES_VALUE,,CURR,17,P,BAPICUREXT,reserved_budget,,reserved_budget,Reserved Budget for OTB-Relevant Purchasing Document
eket,purchae_order_schedule_line_detail,OTB_SPEC_VALUE,,CURR,17,P,BAPICUREXT,special_release,,special_release,Special Release Budget
eket,purchae_order_schedule_line_detail,SPR_RSN_PROFILE,,CHAR,4,C,STRING,otb_reason_profile,,otb_reason_profile,Reason Profile for OTB Special Release
eket,purchae_order_schedule_line_detail,BUDG_TYPE,,CHAR,2,C,STRING,budget_type,,budget_type,Budget Type
eket,purchae_order_schedule_line_detail,OTB_STATUS,,CHAR,1,C,STRING,otb_status,,otb_status,OTB Check Status
eket,purchae_order_schedule_line_detail,OTB_REASON,,CHAR,3,C,STRING,reason,,reason,Reason Indicator for OTB Check Status
eket,purchae_order_schedule_line_detail,CHECK_TYPE,,CHAR,1,C,STRING,type_of_otb_check,,type_of_otb_check,Type of OTB Check
eket,purchae_order_schedule_line_detail,DL_ID,,CHAR,22,C,STRING,dateline_id,,dateline_id,Date Line ID (GUID)
eket,purchae_order_schedule_line_detail,HANDOVER_DATE,,DATS,8,D,DATUM,transfer_date,,transfer_date,Transfer Date
eket,purchae_order_schedule_line_detail,NO_SCEM,,CHAR,1,C,STRING,no_scem_contr,,no_scem_contr,Purchase Order Not Transferred to SCEM
eket,purchae_order_schedule_line_detail,DNG_DATE,,DATS,8,D,DATUM,rem_date,,rem_date,Creation Date of Reminder Message Record
eket,purchae_order_schedule_line_detail,DNG_TIME,,TIMS,6,T,UZEIT,reminder_time,,reminder_time,Creation Time of Reminder Message Record
eket,purchae_order_schedule_line_detail,CNCL_ANCMNT_DONE,,CHAR,1,C,STRING,cancel_threat_made,,cancel_threat_made,Cancellation Threat Made
eket,purchae_order_schedule_line_detail,DATESHIFT_NUMBER,,DEC,3,P,BAPICUREXT,no_date_shifts,,no_date_shifts,Number of Current Date Shifts
ekko,purchase_order_header_detail,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
ekko,purchase_order_header_detail,EBELN,X,CHAR,10,C,STRING,purchasing_doc,@GO@,purchasing_doc,Purchasing Document Number
ekko,purchase_order_header_detail,BUKRS,,CHAR,4,C,STRING,company_code,@GO@,company_code,Company Code
ekko,purchase_order_header_detail,BSTYP,,CHAR,1,C,STRING,doc_category,,doc_category,Purchasing Document Category
ekko,purchase_order_header_detail,BSART,,CHAR,4,C,STRING,document_type,,document_type,Purchasing Document Type
ekko,purchase_order_header_detail,BSAKZ,,CHAR,1,C,STRING,control,,control,Control indicator for purchasing document type
ekko,purchase_order_header_detail,LOEKZ,,CHAR,1,C,STRING,deletion_ind,,deletion_ind,Deletion indicator in purchasing document
ekko,purchase_order_header_detail,STATU,,CHAR,1,C,STRING,status,,status,Status of Purchasing Document
ekko,purchase_order_header_detail,AEDAT,,DATS,8,D,DATUM,created_on,@GO@,created_on,Date on which the record was created
ekko,purchase_order_header_detail,ERNAM,,CHAR,12,C,STRING,created_by,@GO@,created_by,Name of Person who Created the Object
ekko,purchase_order_header_detail,LASTCHANGEDATETIME,,DEC,21,P,BAPICUREXT,last_changed,,last_changed,Change Time Stamp
ekko,purchase_order_header_detail,PINCR,,NUMC,5,N,STRING,item_interval,,item_interval,Item Number Interval
ekko,purchase_order_header_detail,LPONR,,NUMC,5,N,STRING,last_item,,last_item,Last Item Number
ekko,purchase_order_header_detail,LIFNR,,CHAR,10,C,STRING,vendor,@GO@,vendor,Vendors account number
ekko,purchase_order_header_detail,SPRAS,,LANG,1,C,STRING,language_key,@GO@,language_key,Language Key
ekko,purchase_order_header_detail,ZTERM,,CHAR,4,C,STRING,payt_terms,@GO@,payt_terms,Terms of payment key
ekko,purchase_order_header_detail,ZBD1T,,DEC,3,P,BAPICUREXT,payment_in,@GO@,payment_in,Cash (Prompt Payment) Discount Days
ekko,purchase_order_header_detail,ZBD2T,,DEC,3,P,BAPICUREXT,payment_in,@GO@,payment_in_1,Cash (Prompt Payment) Discount Days
ekko,purchase_order_header_detail,ZBD3T,,DEC,3,P,BAPICUREXT,payment_in,@GO@,payment_in_2,Cash (Prompt Payment) Discount Days
ekko,purchase_order_header_detail,ZBD1P,,DEC,5,P,BAPICUREXT,disc_percent_1,@GO@,disc_percent_1,Cash discount percentage 1
ekko,purchase_order_header_detail,ZBD2P,,DEC,5,P,BAPICUREXT,disc_percent_2,@GO@,disc_percent_2,Cash Discount Percentage 2
ekko,purchase_order_header_detail,EKORG,,CHAR,4,C,STRING,purchasing_org,,purchasing_org,Purchasing organization
ekko,purchase_order_header_detail,EKGRP,,CHAR,3,C,STRING,purch_group,,purch_group,Purchasing Group
ekko,purchase_order_header_detail,WAERS,,CUKY,5,C,STRING,currency,@GO@,currency,Currency Key
ekko,purchase_order_header_detail,WKURS,,DEC,9,P,BAPICUREXT,exchange_rate,,exchange_rate,Exchange Rate
ekko,purchase_order_header_detail,KUFIX,,CHAR,1,C,STRING,fixed_exch_rate,,fixed_exch_rate,Indicator for Fixed Exchange Rate
ekko,purchase_order_header_detail,BEDAT,,DATS,8,D,DATUM,document_date,,document_date,Purchasing Document Date
ekko,purchase_order_header_detail,KDATB,,DATS,8,D,DATUM,validity_start,,validity_start,Start of Validity Period
ekko,purchase_order_header_detail,KDATE,,DATS,8,D,DATUM,validity_end,,validity_end,End of Validity Period
ekko,purchase_order_header_detail,BWBDT,,DATS,8,D,DATUM,application_by,,application_by,Closing Date for Applications
ekko,purchase_order_header_detail,ANGDT,,DATS,8,D,DATUM,quot_deadline,@GO@,quot_deadline,Deadline for Submission of Bid/Quotation
ekko,purchase_order_header_detail,BNDDT,,DATS,8,D,DATUM,binding_period,@GO@,binding_period,Binding Period for Quotation
ekko,purchase_order_header_detail,GWLDT,,DATS,8,D,DATUM,warranty,@GO@,warranty,Warranty Date
ekko,purchase_order_header_detail,AUSNR,,CHAR,10,C,STRING,bid_invitation,,bid_invitation,Bid invitation number
ekko,purchase_order_header_detail,ANGNR,,CHAR,10,C,STRING,quotation,,quotation,Quotation Number
ekko,purchase_order_header_detail,IHRAN,,DATS,8,D,DATUM,quotation_date,,quotation_date,Quotation Submission Date
ekko,purchase_order_header_detail,IHREZ,,CHAR,12,C,STRING,your_reference,@GO@,your_reference,Your Reference
ekko,purchase_order_header_detail,VERKF,,CHAR,30,C,STRING,salesperson,,salesperson,Responsible Salesperson at Suppliers Office
ekko,purchase_order_header_detail,TELF1,,CHAR,16,C,STRING,telephone,@GO@,telephone,Suppliers Telephone Number
ekko,purchase_order_header_detail,LLIEF,,CHAR,10,C,STRING,goods_supplier,@GO@,goods_supplier,Goods Supplier
ekko,purchase_order_header_detail,KUNNR,,CHAR,10,C,STRING,customer,@GO@,customer,Customer Number
ekko,purchase_order_header_detail,KONNR,,CHAR,10,C,STRING,agreement,,agreement,Number of principal purchase agreement
ekko,purchase_order_header_detail,ABGRU,,CHAR,2,C,STRING,field_not_used,@GO@,field_not_used,Field Not Used
ekko,purchase_order_header_detail,AUTLF,,CHAR,1,C,STRING,complete_deliv,@GO@,complete_deliv,Complete Delivery Stipulated for Each Purchase Order
ekko,purchase_order_header_detail,WEAKT,,CHAR,1,C,STRING,gr_message,,gr_message,Indicator: Goods Receipt Message
ekko,purchase_order_header_detail,RESWK,,CHAR,4,C,STRING,supplying_plant,,supplying_plant,Supplying (issuing) plant in case of stock transport order
ekko,purchase_order_header_detail,LBLIF,,CHAR,10,C,STRING,rec_supplier,,rec_supplier,Field not used
ekko,purchase_order_header_detail,INCO1,,CHAR,3,C,STRING,incoterms,,incoterms,Incoterms (Part 1)
ekko,purchase_order_header_detail,INCO2,,CHAR,28,C,STRING,incoterms_2,,incoterms_2,Incoterms (Part 2)
ekko,purchase_order_header_detail,KTWRT,,CURR,15,P,BAPICUREXT,target_value,,target_value,Target Value for Header Area per Distribution
ekko,purchase_order_header_detail,DISTRIBUTIONTYPE,,CHAR,1,C,STRING,distribution_type,,distribution_type,Distribution Type for Purchasing Document
ekko,purchase_order_header_detail,SUBMI,,CHAR,10,C,STRING,collective_no,@GO@,collective_no,Collective Number
ekko,purchase_order_header_detail,KNUMV,,CHAR,10,C,STRING,doc_condition,@GO@,doc_condition,Number of the Document Condition
ekko,purchase_order_header_detail,KALSM,,CHAR,6,C,STRING,procedure_pricing,@GO@,procedure_pricing,"Procedure (Pricing, Output Control, Acct. Det., Costing,...)"
ekko,purchase_order_header_detail,STAFO,,CHAR,6,C,STRING,update_group,@GO@,update_group,Update Group for statistics update
ekko,purchase_order_header_detail,LIFRE,,CHAR,10,C,STRING,invoicing_party,,invoicing_party,Different Invoicing Party
ekko,purchase_order_header_detail,EXNUM,,CHAR,10,C,STRING,foreign_trade_datanr,@GO@,foreign_trade_datanr,Number of foreign trade data in MM and SD documents
ekko,purchase_order_header_detail,UNSEZ,,CHAR,12,C,STRING,our_reference,,our_reference,Our Reference
ekko,purchase_order_header_detail,LOGSY,,CHAR,10,C,STRING,logical_system,,logical_system,Logical System
ekko,purchase_order_header_detail,UPINC,,NUMC,5,N,STRING,subitem_interv,,subitem_interv,Item Number Interval for Subitems
ekko,purchase_order_header_detail,STAKO,,CHAR,1,C,STRING,tm_dep_conds,,tm_dep_conds,Document with time-dependent conditions
ekko,purchase_order_header_detail,FRGGR,,CHAR,2,C,STRING,release_group,,release_group,Release group
ekko,purchase_order_header_detail,FRGSX,,CHAR,2,C,STRING,rel_strategy,,rel_strategy,Release Strategy
ekko,purchase_order_header_detail,FRGKE,,CHAR,1,C,STRING,release_ind,,release_ind,Release Indicator: Purchasing Document
ekko,purchase_order_header_detail,FRGZU,,CHAR,8,C,STRING,release_state,,release_state,Release State
ekko,purchase_order_header_detail,FRGRL,,CHAR,1,C,STRING,subj_to_release,,subj_to_release,Release Not Yet Completely Effected
ekko,purchase_order_header_detail,LANDS,,CHAR,3,C,STRING,reporting_cntry,,reporting_cntry,Country for Tax Return
ekko,purchase_order_header_detail,LPHIS,,CHAR,1,C,STRING,release_docu,,release_docu,Indicator for scheduling agreement release documentation
ekko,purchase_order_header_detail,ADRNR,,CHAR,10,C,STRING,address_number,@GO@,address_number,Address Number
ekko,purchase_order_header_detail,STCEG_L,,CHAR,3,C,STRING,ctryslstxno,@GO@,ctryslstxno,Country of Sales Tax ID Number
ekko,purchase_order_header_detail,STCEG,,CHAR,20,C,STRING,vat_reg_no,@GO@,vat_reg_no,VAT Registration Number
ekko,purchase_order_header_detail,ABSGR,,NUMC,2,N,STRING,reas_for_canc,,reas_for_canc,Reason for Cancellation
ekko,purchase_order_header_detail,ADDNR,,CHAR,10,C,STRING,document_number,,document_number,Document number for additional
ekko,purchase_order_header_detail,KORNR,,CHAR,1,C,STRING,corr_misc_pr,,corr_misc_pr,Correction of miscellaneous provisions
ekko,purchase_order_header_detail,MEMORY,,CHAR,1,C,STRING,incomplete,,incomplete,Purchase order not yet complete
ekko,purchase_order_header_detail,PROCSTAT,,CHAR,2,C,STRING,proc_state,,proc_state,Purchasing document processing state
ekko,purchase_order_header_detail,RLWRT,,CURR,15,P,BAPICUREXT,tot_val_rel,,tot_val_rel,Total value at time of release
ekko,purchase_order_header_detail,REVNO,,CHAR,8,C,STRING,version,,version,Version number in Purchasing
ekko,purchase_order_header_detail,SCMPROC,,CHAR,1,C,STRING,scmproc,,scmproc,SCM Process That Created the Purchase Order
ekko,purchase_order_header_detail,REASON_CODE,,CHAR,4,C,STRING,reason_code,,reason_code,Goods Receipt Reason Code
ekko,purchase_order_header_detail,MEMORYTYPE,,CHAR,1,C,STRING,incompl_cat,,incompl_cat,Category of Incompleteness
ekko,purchase_order_header_detail,RETTP,,CHAR,1,C,STRING,retention,,retention,Retention Indicator
ekko,purchase_order_header_detail,RETPC,,DEC,5,P,BAPICUREXT,retention,,retention_1,Retention in Percent
ekko,purchase_order_header_detail,DPTYP,,CHAR,4,C,STRING,down_payment,,down_payment,Down Payment Indicator
ekko,purchase_order_header_detail,DPPCT,,DEC,5,P,BAPICUREXT,down_payment,,down_payment_1,Down Payment Percentage
ekko,purchase_order_header_detail,DPAMT,,CURR,11,P,BAPICUREXT,down_payment_amt,,down_payment_amt,Down Payment Amount in Document Currency
ekko,purchase_order_header_detail,DPDAT,,DATS,8,D,DATUM,due_date_for_dp,,due_date_for_dp,Due Date for Down Payment
ekko,purchase_order_header_detail,MSR_ID,,CHAR,10,C,STRING,process_id_no,@GO@,process_id_no,Process Identification Number
ekko,purchase_order_header_detail,HIERARCHY_EXISTS,,CHAR,1,C,STRING,contract_hierarchy,,contract_hierarchy,Part of a Contract Hierarchy
ekko,purchase_order_header_detail,THRESHOLD_EXISTS,,CHAR,1,C,STRING,thresh_val_exists,,thresh_val_exists,Threshold Value for Exchange Rates Exists
ekko,purchase_order_header_detail,LEGAL_CONTRACT,,CHAR,40,C,STRING,legal_contract_no,,legal_contract_no,Legal Contract Number
ekko,purchase_order_header_detail,DESCRIPTION,,CHAR,40,C,STRING,contract_name,,contract_name,Contract Name
ekko,purchase_order_header_detail,RELEASE_DATE,,DATS,8,D,DATUM,released_on,,released_on,Release Date of Contract
ekko,purchase_order_header_detail,VSART,,CHAR,2,C,STRING,shipping_type,,shipping_type,Shipping Type
ekko,purchase_order_header_detail,HANDOVERLOC,,CHAR,10,C,STRING,handover_location,@GO@,handover_location,Location for a physical handover of goods
ekko,purchase_order_header_detail,SHIPCOND,,CHAR,2,C,STRING,shp_cond,,shp_cond,Shipping Conditions
ekko,purchase_order_header_detail,INCOV,,CHAR,4,C,STRING,inco_version,,inco_version,Incoterms Version
ekko,purchase_order_header_detail,INCO2_L,,CHAR,70,C,STRING,inco_location1,,inco_location1,Incoterms Location 1
ekko,purchase_order_header_detail,INCO3_L,,CHAR,70,C,STRING,inco_location2,,inco_location2,Incoterms Location 2
ekko,purchase_order_header_detail,GRWCU,,CUKY,5,C,STRING,currency,,currency_1,Currency of statistical values for foreign trade
ekko,purchase_order_header_detail,INTRA_REL,,CHAR,1,C,STRING,intrastat_rel,,intrastat_rel,Relevant for Intrastat Reporting
ekko,purchase_order_header_detail,INTRA_EXCL,,CHAR,1,C,STRING,exclude_intra,,exclude_intra,Exclude from Intrastat Reporting
ekko,purchase_order_header_detail,QTN_ERLST_SUBMSN_DATE,,DATS,8,D,DATUM,start_date,,start_date,The date as of which Quotations can be submitted
ekko,purchase_order_header_detail,FOLLOWON_DOC_CAT,,CHAR,1,C,STRING,follow_on_doc_cat,,follow_on_doc_cat,Follow-On Purchasing Document Category
ekko,purchase_order_header_detail,FOLLOWON_DOC_TYPE,,CHAR,4,C,STRING,follow_on_doc_type,,follow_on_doc_type,Follow-On Purchasing Document Type
ekko,purchase_order_header_detail,DUMMY_EKKO_INCL_EEW_PS,,CHAR,1,C,STRING,ext_include,,ext_include,Data Element for Extensibility of Purchasing Document Header
ekko,purchase_order_header_detail,EXTERNALSYSTEM,,CHAR,60,C,STRING,ext_ref_system,,ext_ref_system,ID of External Reference System
ekko,purchase_order_header_detail,EXTERNALREFERENCEID,,CHAR,70,C,STRING,ext_reference_id,,ext_reference_id,External Reference ID
ekko,purchase_order_header_detail,EXT_REV_TMSTMP,,DEC,21,P,BAPICUREXT,external_revision,@GO@,external_revision,Timestamp for Revision of External Calls
ekko,purchase_order_header_detail,ISEOPBLOCKED,,CHAR,1,C,STRING,business_purp_compl,,business_purp_compl,Business Purpose Completed
ekko,purchase_order_header_detail,ISAGED,,CHAR,1,C,STRING,document_aged,,document_aged,Document is aged
ekko,purchase_order_header_detail,FORCE_ID,,CHAR,32,C,STRING,guid_32,,guid_32,Internal Key for Force Element
ekko,purchase_order_header_detail,FORCE_CNT,,NUMC,6,N,STRING,counter,,counter,Internal (Version) Counter
ekko,purchase_order_header_detail,RELOC_ID,,CHAR,10,C,STRING,relocation_id,,relocation_id,Relocation ID
ekko,purchase_order_header_detail,RELOC_SEQ_ID,,CHAR,4,C,STRING,relocation_step,,relocation_step,Relocation Step ID
ekko,purchase_order_header_detail,SOURCE_LOGSYS,,CHAR,10,C,STRING,logical_system,,logical_system_1,Logical system
ekko,purchase_order_header_detail,FSH_TRANSACTION,,CHAR,10,C,STRING,transaction_number,@GO@,transaction_number,Transaction Number
ekko,purchase_order_header_detail,FSH_ITEM_GROUP,,NUMC,5,N,STRING,item_group,@GO@,item_group,Item Group
ekko,purchase_order_header_detail,FSH_VAS_LAST_ITEM,,NUMC,5,N,STRING,last_vas_item_number,,last_vas_item_number,Last VAS Item Number
ekko,purchase_order_header_detail,FSH_OS_STG_CHANGE,,CHAR,1,C,STRING,changed_manually,@GO@,changed_manually,Order Scheduling Strategy Fields Changed Manually
ekko,purchase_order_header_detail,TMS_REF_UUID,,CHAR,22,C,STRING,guid_of_sap_tm,,guid_of_sap_tm,Reference UUID of Transportation Management
ekko,purchase_order_header_detail,ZAPCGK,,NUMC,4,N,STRING,annexing_package,,annexing_package,Annexing package key
ekko,purchase_order_header_detail,APCGK_EXTEND,,NUMC,10,N,STRING,ann_package_extend,,ann_package_extend,Extended key for annexing package
ekko,purchase_order_header_detail,ZBAS_DATE,,DATS,8,D,DATUM,base_date,,base_date,Base Date
ekko,purchase_order_header_detail,ZADATTYP,,CHAR,1,C,STRING,annexing_date_type,,annexing_date_type,Annexing Date Type
